ts,strategy_id,profile_id,mode,action,ticker,direction,qty,price,usd,order_id,status,reason,signal_ready_time,shadow_exit_time,sim_mode
2026-06-16T11:00:41-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,ALAB,LONG,13,371.0000,4823.00,PAPER,success,shadow_exit,2026-06-16T10:50:00-04:00,2026-06-16T11:00:00-04:00,True
2026-06-16T11:00:41-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,RKLB,SHORT,47,104.8600,4928.42,PAPER,success,entry,2026-06-16T11:00:00-04:00,2026-06-16T11:10:00-04:00,True
2026-06-16T11:10:57-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,RKLB,SHORT,47,105.6400,4965.08,PAPER,success,shadow_exit,2026-06-16T11:00:00-04:00,2026-06-16T11:10:00-04:00,True
2026-06-17T10:13:19-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,DELL,LONG,12,408.5600,4902.72,PAPER,success,entry,2026-06-17T10:10:00-04:00,2026-06-17T10:20:00-04:00,True
2026-06-17T10:15:26-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,COHR,LONG,13,384.3650,4996.74,PAPER,success,entry,2026-06-17T10:10:00-04:00,2026-06-17T10:20:00-04:00,True
2026-06-17T10:18:31-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUY,RKLB,LONG,45,108.9100,4900.95,PAPER,success,entry,2026-06-17T10:10:00-04:00,2026-06-17T10:20:00-04:00,True
2026-06-17T10:21:31-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,COHR,LONG,13,390.8700,5081.31,PAPER,success,shadow_exit,2026-06-17T10:10:00-04:00,2026-06-17T10:20:00-04:00,True
2026-06-17T10:21:31-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,DELL,LONG,12,409.5000,4914.00,PAPER,success,shadow_exit,2026-06-17T10:10:00-04:00,2026-06-17T10:20:00-04:00,True
2026-06-17T10:21:31-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELL,RKLB,LONG,45,109.7400,4938.30,PAPER,success,shadow_exit,2026-06-17T10:10:00-04:00,2026-06-17T10:20:00-04:00,True
2026-06-17T10:21:31-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,MRVL,LONG,17,290.6450,4940.97,PAPER,success,entry,2026-06-17T10:20:00-04:00,2026-06-17T10:30:00-04:00,True
2026-06-17T10:30:07-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,MRVL,LONG,17,292.0750,4965.27,PAPER,success,shadow_exit,2026-06-17T10:20:00-04:00,2026-06-17T10:30:00-04:00,True
2026-06-17T10:44:19-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,CVE,LONG,192,25.9700,4986.24,PAPER,success,entry,2026-06-17T10:40:00-04:00,2026-06-17T10:50:00-04:00,True
2026-06-17T10:51:23-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,CVE,LONG,192,26.0900,5009.28,PAPER,success,shadow_exit,2026-06-17T10:40:00-04:00,2026-06-17T10:50:00-04:00,True
2026-06-17T10:51:23-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,AMAT,SHORT,8,613.3300,4906.64,PAPER,success,entry,2026-06-17T10:50:00-04:00,2026-06-17T11:00:00-04:00,True
2026-06-17T10:51:25-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,APP,LONG,9,504.9800,4544.82,PAPER,success,entry,2026-06-17T10:50:00-04:00,2026-06-17T11:00:00-04:00,True
2026-06-17T11:01:40-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,AMAT,SHORT,8,616.2250,4929.80,PAPER,success,shadow_exit,2026-06-17T10:50:00-04:00,2026-06-17T11:00:00-04:00,True
2026-06-17T11:01:40-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,APP,LONG,9,502.6050,4523.44,PAPER,success,shadow_exit,2026-06-17T10:50:00-04:00,2026-06-17T11:00:00-04:00,True
2026-06-18T10:11:52-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,CRWV,LONG,42,118.4150,4973.43,PAPER,success,entry,2026-06-18T10:10:00-04:00,2026-06-18T10:20:00-04:00,True
2026-06-18T10:12:19-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,CIEN,SHORT,11,432.5001,4757.50,PAPER,success,entry,2026-06-18T10:10:00-04:00,2026-06-18T10:20:00-04:00,True
2026-06-18T10:21:03-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,CIEN,SHORT,11,433.0600,4763.66,PAPER,success,shadow_exit,2026-06-18T10:10:00-04:00,2026-06-18T10:20:00-04:00,True
2026-06-18T10:21:03-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,CRWV,LONG,42,118.2500,4966.50,PAPER,success,shadow_exit,2026-06-18T10:10:00-04:00,2026-06-18T10:20:00-04:00,True
2026-06-18T10:41:43-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,FCX,LONG,71,69.6550,4945.51,PAPER,success,entry,2026-06-18T10:40:00-04:00,2026-06-18T10:50:00-04:00,True
2026-06-18T10:43:30-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,TSEM,SHORT,17,282.7950,4807.52,PAPER,success,entry,2026-06-18T10:40:00-04:00,2026-06-18T10:50:00-04:00,True
2026-06-18T10:51:50-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,FCX,LONG,71,69.2100,4913.91,PAPER,success,shadow_exit,2026-06-18T10:40:00-04:00,2026-06-18T10:50:00-04:00,True
2026-06-18T10:51:50-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,TSEM,SHORT,17,281.6700,4788.39,PAPER,success,shadow_exit,2026-06-18T10:40:00-04:00,2026-06-18T10:50:00-04:00,True
2026-06-18T10:54:32-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,RL,SHORT,12,414.9000,4978.80,PAPER,success,entry,2026-06-18T10:50:00-04:00,2026-06-18T11:00:00-04:00,True
2026-06-18T11:01:02-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,RL,SHORT,12,415.4482,4985.38,PAPER,success,shadow_exit,2026-06-18T10:50:00-04:00,2026-06-18T11:00:00-04:00,True
2026-06-22T10:11:46-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,TWLO,LONG,26,188.1100,4890.86,PAPER,success,entry,2026-06-22T10:10:00-04:00,2026-06-22T10:20:00-04:00,True
2026-06-22T10:20:08-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,TWLO,LONG,26,184.0599,4785.56,PAPER,success,shadow_exit,2026-06-22T10:10:00-04:00,2026-06-22T10:20:00-04:00,True
2026-06-22T10:24:25-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,GLW,SHORT,24,200.8050,4819.32,PAPER,success,entry,2026-06-22T10:20:00-04:00,2026-06-22T10:30:00-04:00,True
2026-06-22T10:30:12-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,GLW,SHORT,24,199.7450,4793.88,PAPER,success,shadow_exit,2026-06-22T10:20:00-04:00,2026-06-22T10:30:00-04:00,True
2026-06-22T10:33:10-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,LITE,LONG,5,836.1500,4180.75,PAPER,success,entry,2026-06-22T10:30:00-04:00,2026-06-22T10:40:00-04:00,True
2026-06-22T10:41:34-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,LITE,LONG,5,838.3850,4191.93,PAPER,success,shadow_exit,2026-06-22T10:30:00-04:00,2026-06-22T10:40:00-04:00,True
2026-06-23T10:11:03-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,FLEX,LONG,33,151.0000,4983.00,PAPER,success,entry,2026-06-23T10:10:00-04:00,2026-06-23T10:20:00-04:00,True
2026-06-23T10:14:42-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUY,GLW,LONG,25,192.3300,4808.25,PAPER,success,entry,2026-06-23T10:10:00-04:00,2026-06-23T10:20:00-04:00,True
2026-06-23T10:21:42-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,FLEX,LONG,33,150.0050,4950.16,PAPER,success,shadow_exit,2026-06-23T10:10:00-04:00,2026-06-23T10:20:00-04:00,True
2026-06-23T10:21:42-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELL,GLW,LONG,25,193.6700,4841.75,PAPER,success,shadow_exit,2026-06-23T10:10:00-04:00,2026-06-23T10:20:00-04:00,True
2026-06-23T10:33:55-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,MSTR,LONG,46,106.7700,4911.42,PAPER,success,entry,2026-06-23T10:30:00-04:00,2026-06-23T10:40:00-04:00,True
2026-06-23T10:35:04-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,MRVL,SHORT,17,285.2650,4849.51,PAPER,success,entry,2026-06-23T10:30:00-04:00,2026-06-23T10:40:00-04:00,True
2026-06-23T10:41:58-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,MRVL,SHORT,17,285.1200,4847.04,PAPER,success,shadow_exit,2026-06-23T10:30:00-04:00,2026-06-23T10:40:00-04:00,True
2026-06-23T10:41:58-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,MSTR,LONG,46,106.4200,4895.32,PAPER,success,shadow_exit,2026-06-23T10:30:00-04:00,2026-06-23T10:40:00-04:00,True
2026-06-23T10:41:58-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,WDAY,LONG,43,114.1926,4910.28,PAPER,success,entry,2026-06-23T10:40:00-04:00,2026-06-23T10:50:00-04:00,True
2026-06-23T10:45:18-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,SNDK,SHORT,2,2004.3751,4008.75,PAPER,success,entry,2026-06-23T10:40:00-04:00,2026-06-23T10:50:00-04:00,True
2026-06-23T10:50:01-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,SNDK,SHORT,2,2002.0100,4004.02,PAPER,success,shadow_exit,2026-06-23T10:40:00-04:00,2026-06-23T10:50:00-04:00,True
2026-06-23T10:50:01-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,WDAY,LONG,43,114.6500,4929.95,PAPER,success,shadow_exit,2026-06-23T10:40:00-04:00,2026-06-23T10:50:00-04:00,True
2026-06-24T10:11:10-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,NBIS,LONG,19,262.4700,4986.93,PAPER,success,entry,2026-06-24T10:10:00-04:00,2026-06-24T10:20:00-04:00,True
2026-06-24T10:15:45-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUY,CIEN,LONG,11,452.6500,4979.15,PAPER,success,entry,2026-06-24T10:10:00-04:00,2026-06-24T10:20:00-04:00,True
2026-06-24T10:21:39-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELL,CIEN,LONG,11,457.2200,5029.42,PAPER,success,shadow_exit,2026-06-24T10:10:00-04:00,2026-06-24T10:20:00-04:00,True
2026-06-24T10:21:39-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,NBIS,LONG,19,253.9900,4825.81,PAPER,success,shadow_exit,2026-06-24T10:10:00-04:00,2026-06-24T10:20:00-04:00,True
2026-06-24T10:34:24-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,TSEM,LONG,18,276.3700,4974.66,PAPER,success,entry,2026-06-24T10:30:00-04:00,2026-06-24T10:40:00-04:00,True
2026-06-24T10:40:32-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,TSEM,LONG,18,280.0900,5041.62,PAPER,success,shadow_exit,2026-06-24T10:30:00-04:00,2026-06-24T10:40:00-04:00,True
2026-06-24T10:40:32-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,BE,LONG,14,337.7400,4728.36,PAPER,success,entry,2026-06-24T10:40:00-04:00,2026-06-24T10:50:00-04:00,True
2026-06-24T10:50:36-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,BE,LONG,14,341.9800,4787.72,PAPER,success,shadow_exit,2026-06-24T10:40:00-04:00,2026-06-24T10:50:00-04:00,True
2026-06-24T11:06:59-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUY,PAAS,LONG,111,44.6800,4959.48,PAPER,success,entry,2026-06-24T11:00:00-04:00,2026-06-24T11:10:00-04:00,True
2026-06-24T11:10:13-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELL,PAAS,LONG,111,44.4600,4935.06,PAPER,success,shadow_exit,2026-06-24T11:00:00-04:00,2026-06-24T11:10:00-04:00,True
2026-06-25T10:22:50-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,SNDK,LONG,2,2138.1300,4276.26,PAPER,success,entry,2026-06-25T10:20:00-04:00,2026-06-25T10:30:00-04:00,True
2026-06-25T10:24:33-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUY,MU,LONG,4,1159.8700,4639.48,PAPER,success,entry,2026-06-25T10:20:00-04:00,2026-06-25T10:30:00-04:00,True
2026-06-25T10:30:23-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELL,MU,LONG,4,1153.4177,4613.67,PAPER,success,shadow_exit,2026-06-25T10:20:00-04:00,2026-06-25T10:30:00-04:00,True
2026-06-25T10:30:23-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,SNDK,LONG,2,2150.4150,4300.83,PAPER,success,shadow_exit,2026-06-25T10:20:00-04:00,2026-06-25T10:30:00-04:00,True
2026-06-25T10:30:23-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,STM,SHORT,68,73.0100,4964.68,PAPER,success,entry,2026-06-25T10:30:00-04:00,2026-06-25T10:40:00-04:00,True
2026-06-25T10:30:24-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,PLTR,LONG,45,108.7400,4893.30,PAPER,success,entry,2026-06-25T10:30:00-04:00,2026-06-25T10:40:00-04:00,True
2026-06-25T10:43:22-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,PLTR,LONG,45,107.9100,4855.95,PAPER,success,shadow_exit,2026-06-25T10:30:00-04:00,2026-06-25T10:40:00-04:00,True
2026-06-25T10:43:22-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,STM,SHORT,68,73.5200,4999.36,PAPER,success,shadow_exit,2026-06-25T10:30:00-04:00,2026-06-25T10:40:00-04:00,True
2026-06-25T10:53:44-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,WDC,LONG,7,671.8700,4703.09,PAPER,success,entry,2026-06-25T10:50:00-04:00,2026-06-25T11:00:00-04:00,True
2026-06-25T11:01:57-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,WDC,LONG,7,676.9450,4738.62,PAPER,success,shadow_exit,2026-06-25T10:50:00-04:00,2026-06-25T11:00:00-04:00,True
2026-06-25T11:05:22-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,NTRA,SHORT,18,267.5000,4815.00,PAPER,success,entry,2026-06-25T11:00:00-04:00,2026-06-25T11:10:00-04:00,True
2026-06-25T11:10:01-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,NTRA,SHORT,18,268.2100,4827.78,PAPER,success,shadow_exit,2026-06-25T11:00:00-04:00,2026-06-25T11:10:00-04:00,True
2026-06-26T10:11:41-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,MRVL,LONG,18,273.6700,4926.06,PAPER,success,entry,2026-06-26T10:10:00-04:00,2026-06-26T10:20:00-04:00,True
2026-06-26T10:20:01-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,MRVL,LONG,18,272.4200,4903.56,PAPER,success,shadow_exit,2026-06-26T10:10:00-04:00,2026-06-26T10:20:00-04:00,True
2026-06-26T10:32:34-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,RBLX,LONG,108,46.2600,4996.08,PAPER,success,entry,2026-06-26T10:30:00-04:00,2026-06-26T10:40:00-04:00,True
2026-06-26T10:40:38-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,RBLX,LONG,108,46.3000,5000.40,PAPER,success,shadow_exit,2026-06-26T10:30:00-04:00,2026-06-26T10:40:00-04:00,True
2026-06-26T10:40:38-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,MDB,LONG,16,305.6200,4889.92,PAPER,success,entry,2026-06-26T10:40:00-04:00,2026-06-26T10:50:00-04:00,True
2026-06-26T10:40:46-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,ASTS,SHORT,70,70.5450,4938.15,PAPER,success,entry,2026-06-26T10:40:00-04:00,2026-06-26T10:50:00-04:00,True
2026-06-26T10:50:43-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,ASTS,SHORT,70,71.4800,5003.60,PAPER,success,shadow_exit,2026-06-26T10:40:00-04:00,2026-06-26T10:50:00-04:00,True
2026-06-26T10:50:43-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,MDB,LONG,16,305.2750,4884.40,PAPER,success,shadow_exit,2026-06-26T10:40:00-04:00,2026-06-26T10:50:00-04:00,True
2026-06-26T11:11:55-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,FOXA,SHORT,101,49.1700,4966.17,PAPER,success,entry,2026-06-26T11:10:00-04:00,2026-06-26T11:20:00-04:00,True
2026-06-26T11:22:25-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,FOXA,SHORT,101,49.0500,4954.05,PAPER,success,shadow_exit,2026-06-26T11:10:00-04:00,2026-06-26T11:20:00-04:00,True
2026-06-29T10:12:00-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,RKT,LONG,329,15.1800,4994.22,PAPER,success,entry,2026-06-29T10:10:00-04:00,2026-06-29T10:20:00-04:00,True
2026-06-29T10:13:42-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,LITE,SHORT,6,757.5100,4545.06,PAPER,success,entry,2026-06-29T10:10:00-04:00,2026-06-29T10:20:00-04:00,True
2026-06-29T10:20:03-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,LITE,SHORT,6,765.9150,4595.49,PAPER,success,shadow_exit,2026-06-29T10:10:00-04:00,2026-06-29T10:20:00-04:00,True
2026-06-29T10:20:03-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,RKT,LONG,329,15.0900,4964.61,PAPER,success,shadow_exit,2026-06-29T10:10:00-04:00,2026-06-29T10:20:00-04:00,True
2026-06-29T10:32:46-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,BE,LONG,18,273.0000,4914.00,PAPER,success,entry,2026-06-29T10:30:00-04:00,2026-06-29T10:40:00-04:00,True
2026-06-29T10:40:51-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,BE,LONG,18,271.3699,4884.66,PAPER,success,shadow_exit,2026-06-29T10:30:00-04:00,2026-06-29T10:40:00-04:00,True
2026-06-29T10:40:51-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,STRL,LONG,6,819.9350,4919.61,PAPER,success,entry,2026-06-29T10:40:00-04:00,2026-06-29T10:50:00-04:00,True
2026-06-29T10:51:13-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,STRL,LONG,6,817.1000,4902.60,PAPER,success,shadow_exit,2026-06-29T10:40:00-04:00,2026-06-29T10:50:00-04:00,True
2026-06-30T10:11:44-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,SNDK,LONG,2,2160.8999,4321.80,PAPER,success,entry,2026-06-30T10:10:00-04:00,2026-06-30T10:20:00-04:00,True
2026-06-30T10:21:52-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,SNDK,LONG,2,2152.3500,4304.70,PAPER,success,shadow_exit,2026-06-30T10:10:00-04:00,2026-06-30T10:20:00-04:00,True
2026-06-30T10:32:02-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,WDC,LONG,7,659.2500,4614.75,PAPER,success,entry,2026-06-30T10:30:00-04:00,2026-06-30T10:40:00-04:00,True
2026-06-30T10:40:23-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,WDC,LONG,7,662.2400,4635.68,PAPER,success,shadow_exit,2026-06-30T10:30:00-04:00,2026-06-30T10:40:00-04:00,True
2026-06-30T10:40:23-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,HOOD,LONG,48,102.2073,4905.95,PAPER,success,entry,2026-06-30T10:40:00-04:00,2026-06-30T10:50:00-04:00,True
2026-06-30T10:50:28-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,HOOD,LONG,48,101.3950,4866.96,PAPER,success,shadow_exit,2026-06-30T10:40:00-04:00,2026-06-30T10:50:00-04:00,True
2026-06-30T11:08:48-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,RVMD,SHORT,26,188.5900,4903.34,PAPER,success,entry,2026-06-30T11:00:00-04:00,2026-06-30T11:10:00-04:00,True
2026-06-30T11:10:43-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,RVMD,SHORT,26,189.7100,4932.46,PAPER,success,shadow_exit,2026-06-30T11:00:00-04:00,2026-06-30T11:10:00-04:00,True
2026-07-01T10:11:32-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,HOOD,LONG,47,104.3800,4905.86,PAPER,success,entry,2026-07-01T10:10:00-04:00,2026-07-01T10:20:00-04:00,True
2026-07-01T10:16:14-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUY,MSTR,LONG,53,93.4000,4950.20,PAPER,success,entry,2026-07-01T10:10:00-04:00,2026-07-01T10:20:00-04:00,True
2026-07-01T10:20:09-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,HOOD,LONG,47,105.5700,4961.79,PAPER,success,shadow_exit,2026-07-01T10:10:00-04:00,2026-07-01T10:20:00-04:00,True
2026-07-01T10:20:09-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELL,MSTR,LONG,53,94.9000,5029.70,PAPER,success,shadow_exit,2026-07-01T10:10:00-04:00,2026-07-01T10:20:00-04:00,True
2026-07-01T10:32:34-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,BUY,BE,LONG,16,311.5750,4985.20,PAPER,success,entry,2026-07-01T10:30:00-04:00,2026-07-01T10:40:00-04:00,True
2026-07-01T10:40:59-04:00,escalator_reclaimed_long_shadow,escalator_reclaimed_long_shadow_v1_20260510,PAPER,SELL,BE,LONG,16,302.4650,4839.44,PAPER,success,shadow_exit,2026-07-01T10:30:00-04:00,2026-07-01T10:40:00-04:00,True
2026-07-01T10:46:48-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELLSHORT,RKLB,SHORT,49,100.7401,4936.26,PAPER,success,entry,2026-07-01T10:40:00-04:00,2026-07-01T10:50:00-04:00,True
2026-07-01T10:51:07-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUYTOCOVER,RKLB,SHORT,49,99.8612,4893.20,PAPER,success,shadow_exit,2026-07-01T10:40:00-04:00,2026-07-01T10:50:00-04:00,True
2026-07-01T11:08:52-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,BUY,AMD,LONG,9,550.4610,4954.15,PAPER,success,entry,2026-07-01T11:00:00-04:00,2026-07-01T11:10:00-04:00,True
2026-07-01T11:10:13-04:00,escalator_reclaimed_shadow,escalator_reclaimed_bidirectional_v1_20260510,PAPER,SELL,AMD,LONG,9,550.8400,4957.56,PAPER,success,shadow_exit,2026-07-01T11:00:00-04:00,2026-07-01T11:10:00-04:00,True
