paper_date,paper_entry_session_date,signal_source_date,entry_date,timestamp,strategy_id,source_strategy_id,source_strategy,order_key,idempotency_key,symbol,action,direction,entry_price,paper_fill_price,price,paper_fill_price_source,paper_position_qty,qty,shares,paper_position_status,status,execution_status,mode,paper_only,route_to_tradestation,live_trading_enabled,entry_window_status,entry_time_et,research_allocation_rank,research_allocation_usd,research_rank_score,sector,paper_sizing_rule,paper_notional_per_slot,generated_at,exit_reason,days_held,exit_bar_date,source_buy_idempotency_key
2026-06-26,2026-06-26,2026-06-26,2026-06-26,2026-06-26T15:45:37,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-26-ADPT,HIGH5-PAPER-2026-06-26-ADPT,ADPT,BUY,LONG,20.74,20.74,20.74,high_5_entry_price,9643.0,9643.0,9643.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,1,100000.0,0.972222,Healthcare,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-26T15:45:37,,,,
2026-06-26,2026-06-26,2026-06-26,2026-06-26,2026-06-26T15:45:37,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-26-LGND,HIGH5-PAPER-2026-06-26-LGND,LGND,BUY,LONG,296.01,296.01,296.01,high_5_entry_price,675.0,675.0,675.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,2,100000.0,0.805556,Healthcare,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-26T15:45:37,,,,
2026-06-26,2026-06-26,2026-06-26,2026-06-26,2026-06-26T15:45:37,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-26-TXG,HIGH5-PAPER-2026-06-26-TXG,TXG,BUY,LONG,35.07,35.07,35.07,high_5_entry_price,5702.0,5702.0,5702.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,3,100000.0,0.75,Technology,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-26T15:45:37,,,,
2026-06-26,2026-06-26,2026-06-26,2026-06-26,2026-06-26T15:45:37,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-26-GOLF,HIGH5-PAPER-2026-06-26-GOLF,GOLF,BUY,LONG,118.52,118.52,118.52,high_5_entry_price,1687.0,1687.0,1687.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,4,100000.0,0.75,Consumer Cyclical,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-26T15:45:37,,,,
2026-06-26,2026-06-26,2026-06-26,2026-06-26,2026-06-26T15:45:37,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-26-RCUS,HIGH5-PAPER-2026-06-26-RCUS,RCUS,BUY,LONG,30.22,30.22,30.22,high_5_entry_price,6618.0,6618.0,6618.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,5,100000.0,0.722222,Healthcare,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-26T15:45:37,,,,
2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29T15:45:19,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-29-RCUS,HIGH5-PAPER-2026-06-29-RCUS,RCUS,BUY,LONG,31.2,31.2,31.2,high_5_entry_price,6410.0,6410.0,6410.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,1,100000.0,0.75,Healthcare,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-29T15:45:19,,,,
2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29T15:45:19,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-29-RIGL,HIGH5-PAPER-2026-06-29-RIGL,RIGL,BUY,LONG,38.095,38.095,38.095,high_5_entry_price,5250.0,5250.0,5250.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,2,100000.0,0.75,Healthcare,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-29T15:45:19,,,,
2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29T15:45:19,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-29-CCS,HIGH5-PAPER-2026-06-29-CCS,CCS,BUY,LONG,71.735,71.735,71.735,high_5_entry_price,2788.0,2788.0,2788.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,3,100000.0,0.75,Real Estate,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-29T15:45:19,,,,
2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29T15:45:19,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-29-UAL,HIGH5-PAPER-2026-06-29-UAL,UAL,BUY,LONG,135.835,135.835,135.835,high_5_entry_price,1472.0,1472.0,1472.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,4,100000.0,0.5,Industrials,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-29T15:45:19,,,,
2026-06-29,2026-06-29,2026-06-29,2026-06-29,2026-06-29T15:45:19,high_5_strategy,automated_swing_trading,Automated Swing Trading,HIGH5-PAPER-2026-06-29-BJRI,HIGH5-PAPER-2026-06-29-BJRI,BJRI,BUY,LONG,59.165,59.165,59.165,high_5_entry_price,3380.0,3380.0,3380.0,FILLED,FILLED,FILLED,PAPER,True,False,False,ENTRY_WINDOW_OPEN_1545_1559_ET,15:45,5,100000.0,0.5,Consumer Cyclical,floor((RESEARCH_ALLOCATION_USD * LEVERAGE) / entry_price),200000.0,2026-06-29T15:45:19,,,,
