strategy_id,ts,mode,action,ticker,symbol,qty,price,usd,reference_price,slippage,order_id,status,reason,entry_date,rotation_id,venue,source,contract_entry_ts,contract_entry_timestamp_policy,primed_from_rebuild_date,primed_at,entry_price_basis,price_as_of_date,price_data_stale
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,ZLAB,ZLAB,27.027027027,20,540.540540541,20,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,PBR,PBR,10.1139590334,17.815,180.18018018,17.815,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,XRAY,XRAY,14.2773518368,12.62,180.18018018,12.62,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,MASI,MASI,1.00127913409,179.95,180.18018018,179.95,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,RIVN,RIVN,10.3940109709,17.335,180.18018018,17.335,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,XP,XP,10.92001092,16.5,180.18018018,16.5,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,ZETA,ZETA,8.0816407347,22.295,180.18018018,22.295,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,TOST,TOST,5.98207769523,30.12,180.18018018,30.12,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,PATH,PATH,15.1475561312,11.895,180.18018018,11.895,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,MPC,MPC,0.609953216588,295.4,180.18018018,295.4,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,SN,SN,1.17726350983,153.05,180.18018018,153.05,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,EDU,EDU,3.66667033334,49.14,180.18018018,49.14,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,HRB,HRB,4.39142530295,41.03,180.18018018,41.03,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,CBZ,CBZ,4.55575676815,39.55,180.18018018,39.55,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,OMDA,OMDA,7.54523367589,23.88,180.18018018,23.88,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,BWLP,BWLP,8.92865114867,20.18,180.18018018,20.18,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,FA,FA,8.75085867801,20.59,180.18018018,20.59,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,EPAC,EPAC,5.15906027717,34.925,180.18018018,34.925,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,ENOV,ENOV,6.77496447378,26.595,180.18018018,26.595,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,WDAY,WDAY,1.25789011575,143.24,180.18018018,143.24,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,BABA,BABA,1.59451486885,113,180.18018018,113,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,RNG,RNG,4.25203965027,42.375,180.18018018,42.375,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,PHAT,PHAT,16.1741633914,11.14,180.18018018,11.14,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,TRI,TRI,1.94663116011,92.56,180.18018018,92.56,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,DLO,DLO,11.9522507582,15.075,180.18018018,15.075,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,SIBN,SIBN,10.0434883044,17.94,180.18018018,17.94,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,RSI,RSI,5.30722180207,33.95,180.18018018,33.95,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
trisight_500_late_failed_recovery_shadow,2026-07-13T15:50:00-04:00,PAPER,BUY,CAKE,CAKE,2.17735662765,82.7518,180.18018018,82.7518,0,PAPER,success,rebalance_entry,2026-07-13,ts500-lfr-2026-07-13,trisight_sim,ts500_rebalance_entry,2026-07-13T15:50:00-04:00,locked_session_preclose_1545_1555_america_new_york,,,,,
